Rk,Team,Seed,Conf,G,Rec,ConfRec,Wins,Losses,WinPct,ConfWins,ConfLosses,ConfWinPct,AdjOE,Rk_AdjOE,AdjDE,Rk_AdjDE,Barthag,Rk_Barthag,EFG%,Rk_EFG%,EFGD%,Rk_EFGD%,TOR,Rk_TOR,TORD,Rk_TORD,ORB,Rk_ORB,DRB,Rk_DRB,FTR,Rk_FTR,FTRD,Rk_FTRD,2P%,Rk_2P%,2P%D,Rk_2P%D,3P%,Rk_3P%,3P%D,Rk_3P%D,3PR,Rk_3PR,3PRD,Rk_3PRD,AdjT,Rk_AdjT,WAB,Rk_WAB
1,Kansas,1,B12,33,29-4,15-3,29,4,0.8788,15,3,0.8333,120.5,4,91.3,6,0.9607,1,55.9,9,45.3,19,17.8,148,19.1,104,32.2,88,28.8,124,39.0,111,37.2,181,52.2,47,43.3,18,42.2,3,33.0,82,33.4,226,32.2,71,70.1,113,11.4,1
2,Villanova,2,BE,34,29-5,16-2,29,5,0.8529,16,2,0.8889,118.9,10,90.4,5,0.9591,2,54.3,24,46.3,29,16.4,60,20.4,49,28.6,208,28.7,121,34.3,239,31.4,61,56.4,5,43.9,26,34.4,180,33.5,108,43.8,24,37.5,262,67.3,257,9.0,2
3,Virginia,1,ACC,33,26-7,13-5,26,7,0.7879,13,5,0.7222,119.5,8,91.9,8,0.9532,3,54.4,22,48.7,108,15.3,17,19.7,75,30.6,141,25.9,33,32.4,281,33.7,101,51.9,55,46.5,79,40.5,9,34.9,181,28.1,324,37.3,255,61.6,351,8.7,3
4,Michigan St.,2,B10,34,29-5,13-5,29,5,0.8529,13,5,0.7222,121.4,3,94.8,27,0.9448,4,56.0,7,42.6,2,17.5,125,14.2,343,37.2,18,24.2,8,30.0,327,34.0,106,51.1,75,41.3,4,43.4,1,30.2,8,35.3,172,32.5,81,67.6,248,7.4,7
5,West Virginia,3,B12,34,26-8,13-5,26,8,0.7647,13,5,0.7222,115.4,24,90.2,4,0.9445,5,50.2,155,48.8,112,19.6,272,25.5,2,41.9,1,27.2,61,46.1,7,54.8,351,50.7,88,48.2,140,32.9,251,33.2,96,30.6,276,36.1,201,70.9,88,7.3,8
6,Kentucky,4,SEC,34,26-8,13-5,26,8,0.7647,13,5,0.7222,122.3,1,95.8,37,0.943,6,53.7,33,44.9,12,16.1,44,17.9,189,37.8,12,31.7,267,38.3,127,41.4,275,52.8,32,43.0,16,37.0,64,33.0,82,31.4,263,29.8,21,68.0,226,5.0,14
7,North Carolina,1,ACC,34,28-6,14-4,28,6,0.8235,14,4,0.7778,120.1,6,94.3,22,0.9419,7,52.1,69,47.4,66,15.4,20,18.6,142,39.8,4,29.9,183,32.2,287,29.7,41,53.9,21,43.7,22,31.4,307,36.0,252,26.7,338,35.6,180,72.3,46,8.5,4
8,Oklahoma,2,B12,32,25-7,12-6,25,7,0.7812,12,6,0.6667,117.6,17,92.8,16,0.9384,8,54.5,21,46.4,33,18.0,168,17.6,208,30.5,144,29.8,175,33.6,253,27.3,19,48.1,200,44.0,27,42.6,2,34.0,132,40.7,59,35.0,156,71.1,80,7.9,5
9,Purdue,5,B10,34,26-8,12-6,26,8,0.7647,12,6,0.6667,116.6,20,92.8,15,0.9326,9,53.7,33,44.3,7,17.5,125,13.8,348,35.3,29,23.3,3,35.1,221,27.7,21,52.9,30,43.0,16,36.8,70,31.3,27,35.5,164,33.0,92,68.8,177,4.5,15
11,Miami FL,3,ACC,32,25-7,13-5,25,7,0.7812,13,5,0.7222,118.8,11,95.4,32,0.9256,11,53.9,30,48.0,85,16.0,40,17.5,215,30.5,144,29.2,140,40.0,90,28.8,32,53.4,24,46.9,92,36.6,80,33.6,114,34.1,212,29.8,21,67.2,265,6.9,9
12,Wichita St.,11,MVC,32,24-8,16-2,24,8,0.75,16,2,0.8889,111.4,56,89.7,2,0.9232,12,49.4,193,44.1,5,14.6,8,23.0,5,31.6,109,23.5,4,38.0,137,45.5,327,49.4,140,41.7,7,33.0,248,32.2,51,38.3,99,37.1,244,66.9,278,0.28,47
13,Xavier,2,BE,32,27-5,14-4,27,5,0.8438,14,4,0.7778,117.1,18,94.5,24,0.9216,13,51.5,101,47.9,79,17.5,125,19.4,87,35.7,28,26.3,41,42.9,36,34.4,115,50.0,117,48.4,149,36.2,104,31.5,32,34.7,192,40.4,317,72.6,37,7.7,6
14,Duke,4,ACC,33,23-10,11-7,23,10,0.697,11,7,0.6111,121.5,2,98.5,74,0.9183,14,53.7,33,49.4,138,14.3,4,17.7,199,34.0,47,34.5,327,40.2,86,25.4,10,50.7,88,48.9,179,38.7,20,33.9,128,40.1,63,29.0,14,68.8,177,4.2,17
15,Texas A&M,3,SEC,34,26-8,13-5,26,8,0.7647,13,5,0.7222,113.7,33,92.2,9,0.9176,15,51.4,109,47.1,53,17.2,108,20.9,27,35.0,32,30.0,187,37.5,152,32.4,77,50.7,88,45.6,59,35.0,157,32.9,78,37.0,128,39.5,303,68.1,223,5.1,13
16,Vanderbilt,11,SEC,33,19-14,11-7,19,14,0.5758,11,7,0.6111,113.9,31,92.7,13,0.9143,16,52.9,49,43.1,3,16.8,83,14.2,343,27.2,255,29.3,147,39.8,93,34.4,115,50.1,111,42.6,11,38.2,31,29.4,3,38.0,104,30.6,30,68.7,184,-0.38,60
17,Indiana,5,B10,32,25-7,15-3,25,7,0.7812,15,3,0.8333,120.1,7,98.0,62,0.9117,17,58.6,2,49.5,144,19.8,282,18.9,119,37.7,13,28.7,121,33.3,263,29.3,37,56.1,6,48.7,162,41.5,5,34.3,149,40.9,54,31.4,45,69.3,150,3.3,25
18,Iowa,7,B10,31,21-10,12-6,21,10,0.6774,12,6,0.6667,116.0,22,94.8,26,0.9111,18,51.8,85,47.4,66,15.0,14,18.9,119,32.3,87,31.4,259,33.4,260,25.2,9,48.7,171,48.0,130,38.2,31,31.0,17,35.1,178,38.7,285,70.0,117,2.0,34
19,Iowa St.,4,B12,32,21-11,10-8,21,11,0.6562,10,8,0.5556,120.4,5,98.9,83,0.9061,19,56.8,5,49.5,144,16.0,40,17.1,241,27.3,251,30.7,222,25.5,350,24.2,5,56.7,4,49.0,184,38.0,39,33.6,114,35.0,183,35.7,186,72.3,46,3.5,21
20,Arizona,6,P12,33,25-8,12-6,25,8,0.7576,12,6,0.6667,116.4,21,95.7,36,0.9043,20,53.8,31,46.3,29,17.9,160,16.2,286,35.1,31,24.9,13,44.1,17,29.2,36,52.3,43,45.5,53,38.3,28,32.1,44,29.2,309,31.2,42,69.1,163,3.5,23
21,Oregon,1,P12,33,27-6,14-4,27,6,0.8182,14,4,0.7778,117.7,16,96.9,48,0.9038,21,52.3,64,49.0,120,16.3,54,20.6,42,34.6,39,31.3,252,40.2,86,32.3,74,52.2,47,46.2,72,35.1,152,36.4,264,33.9,213,33.8,109,69.1,163,6.7,10
22,Gonzaga,11,WCC,32,25-7,15-3,25,7,0.7812,15,3,0.8333,117.0,19,96.3,42,0.9031,22,55.3,13,45.1,15,16.5,69,14.9,332,31.9,98,25.9,33,35.9,197,28.3,27,54.6,15,44.9,42,37.6,45,30.3,9,35.9,157,33.1,95,68.2,216,2.2,31
23,California,4,P12,33,23-10,12-6,23,10,0.697,12,6,0.6667,112.5,43,93.0,17,0.899,23,52.5,54,44.0,4,17.5,125,14.1,346,32.4,80,25.7,28,41.6,56,37.2,181,51.0,80,40.9,1,36.9,68,35.1,191,33.7,219,26.5,4,68.8,177,2.3,29
26,Seton Hall,6,BE,33,25-8,12-6,25,8,0.7576,12,6,0.6667,111.1,60,92.5,11,0.892,26,50.2,155,45.3,19,19.5,263,19.2,97,35.0,32,30.7,222,40.6,78,33.7,101,49.1,156,44.3,30,35.3,144,31.6,34,29.6,300,33.1,95,70.3,104,5.3,12
27,Maryland,5,B10,32,24-8,12-6,24,8,0.75,12,6,0.6667,115.1,27,96.4,44,0.8846,27,55.6,11,46.7,45,19.1,243,16.5,273,30.2,160,29.5,161,35.7,202,26.9,14,55.2,11,45.7,62,37.6,45,32.3,54,37.8,109,35.6,180,68.0,226,4.0,18
28,Butler,9,BE,31,21-10,10-8,21,10,0.6774,10,8,0.5556,117.9,14,99.4,93,0.8777,28,52.5,54,49.4,138,14.5,6,18.6,142,32.8,66,27.8,79,39.8,93,36.2,153,50.0,117,48.5,155,38.7,20,33.9,128,30.5,277,36.9,235,69.2,159,2.1,32
29,VCU,10,A10,34,24-10,14-4,24,10,0.7059,14,4,0.7778,111.4,55,93.8,20,0.8775,29,50.9,128,49.0,120,16.2,47,21.9,14,33.3,59,27.8,79,32.3,282,37.0,175,49.6,128,48.4,149,35.6,132,33.6,114,32.8,235,29.9,24,70.3,104,0.03,54
30,Baylor,5,B12,32,21-11,10-8,21,11,0.6562,10,8,0.5556,117.8,15,99.3,92,0.8764,30,51.7,91,51.0,222,18.9,228,19.8,69,40.2,3,28.8,124,39.2,108,38.1,199,49.9,122,48.7,162,37.4,49,37.1,295,28.6,321,33.8,109,67.3,257,3.5,22
31,Utah,3,P12,33,25-8,13-5,25,8,0.7576,13,5,0.7222,115.2,26,97.3,52,0.8745,31,55.2,15,47.4,66,17.8,148,15.2,325,29.0,196,28.0,86,38.4,121,23.4,1,55.8,8,43.8,24,36.0,116,36.8,282,37.6,112,31.9,58,67.0,273,5.7,11
32,Connecticut,9,Amer,34,24-10,11-7,24,10,0.7059,11,7,0.6111,110.4,68,93.3,18,0.8731,32,52.0,73,44.2,6,16.5,69,18.1,176,29.1,191,29.2,140,29.7,331,34.5,119,50.9,83,41.3,4,36.2,104,32.7,70,33.7,219,36.7,227,66.9,278,1.2,38
33,Cincinnati,9,Amer,32,22-10,12-6,22,10,0.6875,12,6,0.6667,109.5,76,92.7,14,0.8708,33,49.0,214,45.3,19,16.4,60,20.6,42,36.8,20,30.6,214,33.5,258,26.9,14,47.5,223,40.9,1,34.5,175,35.6,228,36.4,145,35.0,156,66.2,307,0.36,45
35,Pittsburgh,10,ACC,31,20-11,9-9,20,11,0.6452,9,9,0.5,115.3,25,98.2,69,0.8633,35,51.3,114,50.5,197,17.4,118,17.1,241,37.4,17,27.5,71,36.6,177,32.6,82,50.7,88,48.7,162,35.1,152,35.8,239,30.8,273,34.3,126,66.6,290,1.8,36
36,Syracuse,10,ACC,32,19-13,9-9,19,13,0.5938,9,9,0.5,110.8,63,94.6,25,0.8603,36,50.4,146,47.5,69,18.3,192,20.6,42,33.0,61,35.3,337,35.5,207,29.4,38,47.6,218,48.7,162,36.1,111,30.4,12,43.2,28,40.3,316,65.7,320,-0.3,59
37,Texas,6,B12,32,20-12,11-7,20,12,0.625,11,7,0.6111,111.5,51,95.2,29,0.86,37,49.3,200,47.5,69,15.4,20,18.5,148,30.7,136,32.3,288,39.7,97,37.5,186,48.5,179,45.6,59,33.9,207,34.3,149,36.0,156,32.6,82,66.3,303,3.1,26
38,Saint Joseph's,8,A10,34,27-7,13-5,27,7,0.7941,13,5,0.7222,113.0,38,96.9,47,0.8546,38,51.3,114,47.9,79,14.3,4,16.2,286,28.3,217,25.8,30,37.7,143,24.5,6,52.5,37,48.9,179,32.7,260,31.0,17,35.7,161,41.3,331,71.2,74,3.6,20
40,USC,8,P12,33,21-12,9-9,21,12,0.6364,9,9,0.5,113.8,32,98.0,63,0.8471,40,52.0,73,47.3,63,16.5,69,16.9,255,32.4,80,31.9,277,35.3,213,28.5,29,49.2,150,46.7,89,38.5,24,32.3,54,32.4,243,34.4,131,72.3,46,0.23,48
42,Dayton,7,A10,32,25-7,14-4,25,7,0.7812,14,4,0.7778,106.8,120,92.6,12,0.8373,42,52.0,73,46.9,48,18.8,219,17.9,189,28.9,199,23.6,5,41.0,69,32.5,80,52.0,51,43.7,22,34.7,166,34.9,181,34.8,188,36.7,227,68.5,193,2.6,27
44,Wisconsin,7,B10,32,20-12,12-6,20,12,0.625,12,6,0.6667,110.2,69,95.6,35,0.836,44,49.0,214,48.5,99,17.0,98,18.8,129,33.6,50,28.2,99,39.7,97,34.3,112,46.6,254,45.1,46,35.8,125,38.0,320,33.8,216,29.3,16,64.2,341,0.49,44
45,Michigan,11,B10,34,22-12,10-8,22,12,0.6471,10,8,0.5556,114.5,28,99.6,96,0.833,45,54.7,18,51.1,230,14.6,8,17.7,199,24.7,314,26.4,45,28.4,339,26.8,12,52.9,30,50.8,255,38.0,39,34.3,149,44.4,18,36.5,218,66.4,298,0.9,40
48,Providence,9,BE,33,23-10,10-8,23,10,0.697,10,8,0.5556,108.9,84,95.1,28,0.8267,48,48.1,250,48.8,112,16.3,54,20.7,38,30.9,130,30.2,197,37.7,143,27.8,23,48.1,200,49.2,195,32.1,284,32.1,44,36.9,134,33.6,104,69.5,141,3.3,24
49,Notre Dame,6,ACC,32,21-11,11-7,21,11,0.6562,11,7,0.6111,118.4,12,103.5,169,0.8251,49,53.5,40,49.2,129,14.8,11,14.8,334,32.8,66,31.3,252,33.2,266,26.9,14,52.5,37,45.5,53,36.9,68,37.6,313,34.5,200,34.2,123,65.9,315,2.3,28
51,Texas Tech,8,B12,31,19-12,9-9,19,12,0.6129,9,9,0.5,112.4,45,98.5,77,0.8202,51,49.9,170,49.3,135,17.7,138,18.9,119,31.7,107,32.4,295,43.1,33,32.9,85,49.2,150,47.2,100,34.5,175,35.2,198,30.4,278,37.9,271,67.3,257,1.3,37
52,Yale,12,Ivy,27,21-6,13-1,21,6,0.7778,13,1,0.9286,108.2,100,95.3,30,0.8119,52,52.5,54,46.3,29,20.1,293,18.2,167,39.2,6,24.0,7,42.1,49,33.8,103,51.1,75,45.5,53,37.1,62,31.8,39,30.8,273,34.4,131,66.8,284,0.1,52
56,Colorado,8,P12,32,21-11,10-8,21,11,0.6562,10,8,0.5556,107.8,104,95.4,31,0.8037,56,48.4,239,46.9,48,18.8,219,15.4,321,35.0,32,24.6,9,40.0,90,35.5,135,43.7,333,44.4,32,38.9,16,35.3,207,32.4,243,28.8,12,69.9,123,0.7,41
61,Hawaii,13,BW,30,25-5,13-3,25,5,0.8333,13,3,0.8125,107.3,110,95.9,38,0.785,61,52.5,54,44.9,12,18.4,196,19.9,66,30.9,130,26.7,51,46.3,6,39.3,231,54.6,15,43.8,24,32.8,252,31.3,27,39.6,70,33.6,104,71.4,62,1.0,39
62,Oregon St.,7,P12,30,18-12,9-9,18,12,0.6,9,9,0.5,109.8,72,98.1,66,0.7849,62,49.9,170,49.4,138,16.8,83,19.5,83,29.4,183,32.3,288,37.2,157,39.3,231,47.1,237,49.5,206,37.3,51,32.8,75,31.8,257,39.0,290,68.0,226,0.32,46
64,Little Rock,12,SB,31,27-4,17-3,27,4,0.871,17,3,0.85,106.9,117,95.6,34,0.7838,64,52.4,61,45.1,15,15.9,36,21.4,20,26.9,267,30.1,193,31.4,303,38.3,204,49.4,140,45.1,46,38.7,20,30.1,5,34.7,192,40.0,312,63.9,344,2.2,30
66,Northern Iowa,11,MVC,33,21-12,11-7,21,12,0.6364,11,7,0.6111,108.8,87,97.6,60,0.7763,66,53.3,44,48.6,105,15.2,16,18.7,135,17.8,351,27.2,61,32.8,273,23.6,2,51.5,64,48.5,155,37.2,55,32.6,64,42.3,38,38.9,287,63.4,346,-2.0,88
68,Stephen F. Austin,14,Slnd,28,23-5,18-0,23,5,0.8214,18,0,1.0,108.5,95,97.6,56,0.7716,68,55.5,12,49.6,155,18.2,184,25.9,1,33.5,52,29.7,169,33.9,245,40.1,251,55.1,12,49.5,206,37.5,47,33.2,96,36.4,145,30.6,30,68.4,202,-1.1,74
73,Tulsa,11,Amer,32,20-12,12-6,20,12,0.625,12,6,0.6667,109.0,81,99.2,89,0.747,73,50.3,149,48.2,89,15.6,27,20.4,49,28.0,231,30.5,211,39.6,99,34.6,121,51.1,75,45.0,43,32.6,266,35.9,240,36.3,148,36.9,235,69.4,146,-1.1,75
76,South Dakota St.,12,Sum,31,24-7,12-4,24,7,0.7742,12,4,0.75,110.5,66,100.7,121,0.7452,76,51.4,109,47.7,73,17.1,102,17.1,241,32.4,80,25.5,20,40.6,78,39.7,240,49.7,127,46.8,91,36.2,104,33.1,87,36.8,140,32.3,74,69.3,150,-1.0,72
95,Temple,10,Amer,32,21-11,14-4,21,11,0.6562,14,4,0.7778,106.3,128,98.1,65,0.7167,95,46.9,293,46.7,45,13.7,2,16.6,269,29.0,196,29.8,175,27.1,346,28.6,31,44.5,323,46.5,79,34.0,203,31.4,31,37.8,109,31.9,58,66.7,287,-0.04,57
98,Cal St. Bakersfield,15,WAC,29,21-8,11-3,21,8,0.7241,11,3,0.7857,103.2,175,95.5,33,0.7082,98,49.3,200,44.7,9,18.1,179,21.8,15,34.0,47,29.6,163,38.5,117,42.0,288,48.4,185,42.6,11,34.6,170,32.6,64,27.0,334,33.1,95,68.5,193,-3.4,98
99,UNC Wilmington,13,CAA,30,23-7,14-4,23,7,0.7667,14,4,0.7778,108.6,91,100.6,120,0.7058,99,51.2,117,47.1,53,16.0,40,20.1,59,32.1,94,29.9,183,35.9,197,54.3,350,51.2,71,45.5,53,34.1,193,34.1,138,33.4,226,28.6,11,71.3,65,-0.6,62
103,Stony Brook,13,AE,30,24-6,14-2,24,6,0.8,14,2,0.875,106.1,133,98.7,81,0.6954,103,53.2,45,47.3,63,17.2,108,18.5,148,34.4,43,25.8,30,32.5,278,27.6,20,51.9,55,45.2,50,37.5,47,34.2,141,29.3,307,34.9,149,67.6,248,-1.0,70
111,Iona,13,MAAC,32,22-10,16-4,22,10,0.6875,16,4,0.8,108.9,86,102.8,158,0.6607,111,53.8,31,48.5,99,17.6,134,19.4,87,29.4,183,31.3,252,32.5,278,36.2,153,52.3,43,45.8,65,37.2,55,35.5,223,44.2,20,36.1,201,72.6,37,-3.3,97
112,Chattanooga,12,SC,32,27-5,15-3,27,5,0.8438,15,3,0.8333,105.9,137,100.2,112,0.6534,112,51.8,85,49.8,169,17.9,160,20.3,51,32.4,80,28.9,131,42.0,51,30.8,55,50.4,105,50.0,226,36.1,111,33.0,82,37.1,125,36.3,208,67.1,268,0.6,43
113,Fresno St.,14,MWC,32,23-9,13-5,23,9,0.7188,13,5,0.7222,105.5,144,99.9,103,0.6528,113,48.2,249,48.5,99,14.9,12,20.8,32,30.3,155,29.0,134,38.1,135,46.4,330,46.8,250,47.9,126,34.3,184,32.9,78,30.2,288,39.3,298,69.9,123,-0.7,66
123,Middle Tennessee,15,CUSA,31,22-9,13-5,22,9,0.7097,13,5,0.7222,102.2,191,98.6,78,0.6037,123,51.8,85,48.5,99,17.2,108,19.4,87,28.2,222,25.5,20,35.7,202,42.8,300,48.2,195,47.2,100,38.9,16,34.1,138,35.7,161,33.8,109,68.6,187,-3.0,94
130,Weber St.,15,BSky,31,23-8,15-3,23,8,0.7419,15,3,0.8333,102.9,178,99.6,101,0.5911,130,54.9,16,47.2,59,19.7,273,15.5,319,26.0,285,25.2,18,46.6,4,28.8,32,55.5,9,45.1,46,36.0,116,35.2,198,42.1,41,27.4,7,67.9,235,-3.5,99
138,Green Bay,14,Horz,33,21-12,11-7,21,12,0.6364,11,7,0.6111,106.9,116,104.4,187,0.5679,138,49.9,170,51.2,237,15.6,27,20.9,27,31.3,122,31.8,274,42.2,46,35.4,133,48.7,171,49.5,206,35.0,157,36.3,261,31.0,272,33.9,117,77.2,5,-4.4,112
143,Buffalo,14,MAC,33,19-14,10-8,19,14,0.5758,10,8,0.5556,104.3,163,102.5,152,0.5508,143,49.6,187,49.8,169,18.9,228,17.7,199,32.2,88,28.6,117,41.7,55,37.1,178,49.2,150,48.8,174,33.5,228,34.4,157,37.0,128,35.9,195,72.9,27,-5.6,129
144,UNC Asheville,15,BSth,31,20-11,12-6,20,11,0.6452,12,6,0.6667,101.1,217,99.4,94,0.5475,144,49.9,170,48.7,108,18.6,209,22.4,9,31.6,109,29.4,153,42.4,42,33.4,94,50.6,96,51.7,289,32.2,279,28.8,2,30.1,291,35.5,175,71.1,80,-6.1,138
165,Florida Gulf Coast,16,ASun,30,17-13,8-6,17,13,0.5667,8,6,0.5714,102.5,185,102.4,151,0.5021,165,51.7,91,47.7,73,17.1,102,16.0,297,31.5,114,27.0,58,37.1,161,35.7,140,51.6,62,48.3,144,34.6,170,31.1,22,24.9,348,36.5,218,68.0,226,-8.3,173
239,Austin Peay,16,OVC,33,16-17,7-9,16,17,0.4848,7,9,0.4375,101.8,198,108.4,265,0.3267,239,51.5,101,53.6,322,20.4,302,18.8,129,31.8,105,29.7,169,46.5,5,31.1,58,51.2,71,52.9,320,34.9,160,36.4,264,32.0,252,40.1,314,70.4,99,-11.1,229
240,Southern,16,SWAC,32,19-13,11-7,19,13,0.5938,11,7,0.6111,99.5,248,106.0,214,0.3265,240,48.5,235,47.9,79,16.3,54,19.6,79,28.1,223,31.2,242,38.1,135,39.9,248,47.6,218,47.7,120,33.8,216,32.2,51,29.7,298,36.2,205,69.5,141,-8.0,169
267,Hampton,16,MEAC,30,20-10,13-3,20,10,0.6667,13,3,0.8125,98.0,282,106.9,236,0.27,267,47.2,284,48.0,85,18.9,228,16.9,255,34.9,35,27.4,69,42.0,51,36.4,158,47.6,218,47.2,100,30.9,315,33.2,96,34.7,192,32.6,82,72.1,53,-6.1,139
278,Holy Cross,16,Pat,34,15-19,5-13,15,19,0.4412,5,13,0.2778,97.3,297,107.2,243,0.2471,278,48.1,250,52.9,300,16.8,83,19.8,69,23.2,331,29.4,153,36.3,187,33.3,93,47.3,232,52.2,301,32.8,252,35.9,240,40.9,54,41.1,328,64.5,337,-14.3,286
288,Fairleigh Dickinson,16,NEC,32,17-15,11-7,17,15,0.5312,11,7,0.6111,103.1,176,114.8,339,0.2241,288,51.2,117,52.4,292,17.7,138,21.0,25,28.4,214,35.8,341,33.3,263,46.9,336,49.5,133,52.1,298,36.4,89,35.4,212,32.8,235,36.4,212,72.5,39,-9.7,199
